char,left,width,total
돝,00,0C,0C
돠,00,0C,0C
돤,00,0C,0C
돨,00,0C,0C
돼,00,0C,0C
됐,00,0C,0C
되,00,0C,0C
된,00,0C,0C
될,00,0C,0C
됨,00,0C,0C
됩,00,0C,0C
됫,00,0C,0C
됴,00,0C,0C
두,00,0C,0C
둑,00,0C,0C
둔,00,0C,0C
둘,00,0C,0C
둠,00,0C,0C
둡,00,0C,0C
둣,00,0C,0C
둥,00,0C,0C
둬,00,0C,0C
뒀,00,0C,0C
뒈,00,0C,0C
뒝,00,0C,0C
뒤,00,0C,0C
뒨,00,0C,0C
뒬,00,0C,0C
뒵,00,0C,0C
뒷,00,0C,0C
뒹,00,0C,0C
듀,00,0C,0C
듄,00,0C,0C
듈,00,0C,0C
듐,00,0C,0C
듕,00,0C,0C
드,00,0C,0C
득,00,0C,0C
든,00,0C,0C
듣,00,0C,0C
들,00,0C,0C
듦,00,0C,0C
듬,00,0C,0C
듭,00,0C,0C
듯,00,0C,0C
등,00,0C,0C
듸,00,0C,0C
디,00,0C,0C
딕,00,0C,0C
딘,00,0C,0C
딛,00,0C,0C
딜,00,0C,0C
딤,00,0C,0C
딥,00,0C,0C
딧,00,0C,0C
딨,00,0C,0C
딩,00,0C,0C
딪,00,0C,0C
따,00,0C,0C
딱,00,0C,0C
딴,00,0C,0C
딸,00,0C,0C
땀,00,0C,0C
땁,00,0C,0C
땃,00,0C,0C
땄,00,0C,0C
땅,00,0C,0C
땋,00,0C,0C
때,00,0C,0C
땍,00,0C,0C
땐,00,0C,0C
땔,00,0C,0C
땜,00,0C,0C
땝,00,0C,0C
땟,00,0C,0C
땠,00,0C,0C
땡,00,0C,0C
떠,00,0C,0C
떡,00,0C,0C
떤,00,0C,0C
떨,00,0C,0C
떪,00,0C,0C
떫,00,0C,0C
떰,00,0C,0C
떱,00,0C,0C
떳,00,0C,0C
떴,00,0C,0C
떵,00,0C,0C
떻,00,0C,0C
떼,00,0C,0C
떽,00,0C,0C
뗀,00,0C,0C
뗄,00,0C,0C
뗌,00,0C,0C
뗍,00,0C,0C
뗏,00,0C,0C
뗐,00,0C,0C
뗑,00,0C,0C
뗘,00,0C,0C
뗬,00,0C,0C
또,00,0C,0C
똑,00,0C,0C
똔,00,0C,0C
똘,00,0C,0C
똥,00,0C,0C
똬,00,0C,0C
똴,00,0C,0C
뙈,00,0C,0C
뙤,00,0C,0C
뙨,00,0C,0C
뚜,00,0C,0C
뚝,00,0C,0C
뚠,00,0C,0C
뚤,00,0C,0C
뚫,00,0C,0C
뚬,00,0C,0C
뚱,00,0C,0C
뛔,00,0C,0C
뛰,00,0C,0C
뛴,00,0C,0C
뛸,00,0C,0C
뜀,00,0C,0C
뜁,00,0C,0C
뜅,00,0C,0C
뜨,00,0C,0C
뜩,00,0C,0C
뜬,00,0C,0C
뜯,00,0C,0C
뜰,00,0C,0C
뜸,00,0C,0C
뜹,00,0C,0C
뜻,00,0C,0C
띄,00,0C,0C
띈,00,0C,0C
띌,00,0C,0C
띔,00,0C,0C
띕,00,0C,0C
띠,00,0C,0C
띤,00,0C,0C
띨,00,0C,0C
띰,00,0C,0C
띱,00,0C,0C
띳,00,0C,0C
띵,00,0C,0C
라,00,0C,0C
락,00,0C,0C
란,00,0C,0C
랄,00,0C,0C
람,00,0C,0C
랍,00,0C,0C
랏,00,0C,0C
랐,00,0C,0C
랑,00,0C,0C
랒,00,0C,0C
랖,00,0C,0C
랗,00,0C,0C
래,00,0C,0C
랙,00,0C,0C
랜,00,0C,0C
랠,00,0C,0C
램,00,0C,0C
랩,00,0C,0C
랫,00,0C,0C
랬,00,0C,0C
랭,00,0C,0C
랴,00,0C,0C
략,00,0C,0C
랸,00,0C,0C
럇,00,0C,0C
량,00,0C,0C
러,00,0C,0C
럭,00,0C,0C
런,00,0C,0C
럴,00,0C,0C
럼,00,0C,0C
럽,00,0C,0C
럿,00,0C,0C
렀,00,0C,0C
렁,00,0C,0C
렇,00,0C,0C
레,00,0C,0C
렉,00,0C,0C
렌,00,0C,0C
렐,00,0C,0C
렘,00,0C,0C
렙,00,0C,0C
렛,00,0C,0C
렝,00,0C,0C
려,00,0C,0C
력,00,0C,0C
련,00,0C,0C
렬,00,0C,0C
렴,00,0C,0C
렵,00,0C,0C
렷,00,0C,0C
렸,00,0C,0C
령,00,0C,0C
례,00,0C,0C
롄,00,0C,0C
롑,00,0C,0C
롓,00,0C,0C
로,00,0C,0C
록,00,0C,0C
론,00,0C,0C
롤,00,0C,0C
롬,00,0C,0C
롭,00,0C,0C
롯,00,0C,0C
롱,00,0C,0C
롸,00,0C,0C
롼,00,0C,0C
뢍,00,0C,0C
뢔,00,0C,0C
뢨,00,0C,0C
뢰,00,0C,0C
뢴,00,0C,0C
뢸,00,0C,0C
룀,00,0C,0C
룁,00,0C,0C
룃,00,0C,0C
룅,00,0C,0C
료,00,0C,0C
룐,00,0C,0C
룔,00,0C,0C
룝,00,0C,0C
룟,00,0C,0C
룡,00,0C,0C
루,00,0C,0C
룩,00,0C,0C
룬,00,0C,0C
룰,00,0C,0C
룸,00,0C,0C
룹,00,0C,0C
룻,00,0C,0C
룽,00,0C,0C
뤄,00,0C,0C
뤘,00,0C,0C
뤠,00,0C,0C
뤼,00,0C,0C
뤽,00,0C,0C
륀,00,0C,0C
륄,00,0C,0C
륌,00,0C,0C
륏,00,0C,0C
륑,00,0C,0C
류,00,0C,0C
륙,00,0C,0C
륜,00,0C,0C
률,00,0C,0C
륨,00,0C,0C
륩,00,0C,0C
륫,00,0C,0C
륭,00,0C,0C
르,00,0C,0C
륵,00,0C,0C
른,00,0C,0C
를,00,0C,0C
름,00,0C,0C
릅,00,0C,0C
릇,00,0C,0C
릉,00,0C,0C
릊,00,0C,0C
릍,00,0C,0C
릎,00,0C,0C
리,00,0C,0C
릭,00,0C,0C
린,00,0C,0C
릴,00,0C,0C
림,00,0C,0C
립,00,0C,0C
릿,00,0C,0C
링,00,0C,0C
마,00,0C,0C
막,00,0C,0C
만,00,0C,0C
많,00,0C,0C
맏,00,0C,0C
말,00,0C,0C
맑,00,0C,0C
맒,00,0C,0C
맘,00,0C,0C
맙,00,0C,0C
맛,00,0C,0C
망,00,0C,0C
맞,00,0C,0C
맡,00,0C,0C
맣,00,0C,0C
매,00,0C,0C
맥,00,0C,0C
맨,00,0C,0C
맬,00,0C,0C
맴,00,0C,0C
맵,00,0C,0C
맷,00,0C,0C
맸,00,0C,0C
맹,00,0C,0C
맺,00,0C,0C
먀,00,0C,0C
먁,00,0C,0C
먈,00,0C,0C
먕,00,0C,0C
머,00,0C,0C
먹,00,0C,0C
먼,00,0C,0C
멀,00,0C,0C
멂,00,0C,0C
멈,00,0C,0C
멉,00,0C,0C
멋,00,0C,0C
멍,00,0C,0C
멎,00,0C,0C
멓,00,0C,0C
메,00,0C,0C
멕,00,0C,0C
멘,00,0C,0C
멜,00,0C,0C
멤,00,0C,0C
멥,00,0C,0C
멧,00,0C,0C
멨,00,0C,0C
멩,00,0C,0C
며,00,0C,0C
멱,00,0C,0C
면,00,0C,0C
멸,00,0C,0C
몃,00,0C,0C
몄,00,0C,0C
명,00,0C,0C
몇,00,0C,0C
몌,00,0C,0C
모,00,0C,0C
목,00,0C,0C
몫,00,0C,0C
몬,00,0C,0C
몰,00,0C,0C
몲,00,0C,0C
몸,00,0C,0C
몹,00,0C,0C
못,00,0C,0C
몽,00,0C,0C
뫄,00,0C,0C
뫈,00,0C,0C
뫘,00,0C,0C
뫙,00,0C,0C
뫼,00,0C,0C
묀,00,0C,0C
묄,00,0C,0C
묍,00,0C,0C
묏,00,0C,0C
묑,00,0C,0C
묘,00,0C,0C
묜,00,0C,0C
묠,00,0C,0C
묩,00,0C,0C
묫,00,0C,0C
무,00,0C,0C
묵,00,0C,0C
묶,00,0C,0C
문,00,0C,0C
묻,00,0C,0C
물,00,0C,0C
묽,00,0C,0C
묾,00,0C,0C
뭄,00,0C,0C
뭅,00,0C,0C
뭇,00,0C,0C
뭉,00,0C,0C
뭍,00,0C,0C
뭏,00,0C,0C
뭐,00,0C,0C
뭔,00,0C,0C
뭘,00,0C,0C
뭡,00,0C,0C
뭣,00,0C,0C
뭬,00,0C,0C
뮈,00,0C,0C
뮌,00,0C,0C
뮐,00,0C,0C
뮤,00,0C,0C
뮨,00,0C,0C
뮬,00,0C,0C
뮴,00,0C,0C
뮷,00,0C,0C
므,00,0C,0C
믄,00,0C,0C
믈,00,0C,0C
믐,00,0C,0C
믓,00,0C,0C
미,00,0C,0C
믹,00,0C,0C
민,00,0C,0C
믿,00,0C,0C
밀,00,0C,0C
밂,00,0C,0C
밈,00,0C,0C
밉,00,0C,0C
밋,00,0C,0C
밌,00,0C,0C
밍,00,0C,0C
및,00,0C,0C
밑,00,0C,0C
바,00,0C,0C
박,00,0C,0C
밖,00,0C,0C
밗,00,0C,0C
반,00,0C,0C
받,00,0C,0C
발,00,0C,0C
밝,00,0C,0C
밞,00,0C,0C
밟,00,0C,0C
밤,00,0C,0C
밥,00,0C,0C
밧,00,0C,0C
방,00,0C,0C
밭,00,0C,0C
배,00,0C,0C
백,00,0C,0C
밴,00,0C,0C
밸,00,0C,0C
뱀,00,0C,0C
뱁,00,0C,0C
뱃,00,0C,0C
뱄,00,0C,0C
뱅,00,0C,0C
뱉,00,0C,0C
뱌,00,0C,0C
뱍,00,0C,0C
뱐,00,0C,0C
뱝,00,0C,0C
버,00,0C,0C
벅,00,0C,0C
번,00,0C,0C
벋,00,0C,0C
벌,00,0C,0C
벎,00,0C,0C
범,00,0C,0C
법,00,0C,0C
벗,00,0C,0C
벙,00,0C,0C
벚,00,0C,0C
베,00,0C,0C
벡,00,0C,0C
벤,00,0C,0C
벧,00,0C,0C
벨,00,0C,0C
벰,00,0C,0C
벱,00,0C,0C
벳,00,0C,0C
벴,00,0C,0C
벵,00,0C,0C
벼,00,0C,0C
벽,00,0C,0C
변,00,0C,0C
별,00,0C,0C
볍,00,0C,0C
볏,00,0C,0C
볐,00,0C,0C
병,00,0C,0C
볕,00,0C,0C
볘,00,0C,0C
볜,00,0C,0C
보,00,0C,0C
복,00,0C,0C
볶,00,0C,0C
본,00,0C,0C
볼,00,0C,0C
봄,00,0C,0C
봅,00,0C,0C
봇,00,0C,0C
봉,00,0C,0C
봐,00,0C,0C
봔,00,0C,0C
봤,00,0C,0C
봬,00,0C,0C
뵀,00,0C,0C
뵈,00,0C,0C
뵉,00,0C,0C
뵌,00,0C,0C
뵐,00,0C,0C
뵘,00,0C,0C
뵙,00,0C,0C
뵤,00,0C,0C
뵨,00,0C,0C
부,00,0C,0C
북,00,0C,0C
분,00,0C,0C
붇,00,0C,0C
불,00,0C,0C
붉,00,0C,0C
붊,00,0C,0C
붐,00,0C,0C
붑,00,0C,0C
붓,00,0C,0C
붕,00,0C,0C
붙,00,0C,0C
붚,00,0C,0C
붜,00,0C,0C
붤,00,0C,0C
붰,00,0C,0C
붸,00,0C,0C
뷔,00,0C,0C
뷕,00,0C,0C
뷘,00,0C,0C
뷜,00,0C,0C
뷩,00,0C,0C
뷰,00,0C,0C
뷴,00,0C,0C
뷸,00,0C,0C
븀,00,0C,0C
븃,00,0C,0C
븅,00,0C,0C
브,00,0C,0C
븍,00,0C,0C
븐,00,0C,0C
블,00,0C,0C
븜,00,0C,0C
븝,00,0C,0C
븟,00,0C,0C
비,00,0C,0C
빅,00,0C,0C
빈,00,0C,0C
빌,00,0C,0C
빎,00,0C,0C
빔,00,0C,0C
빕,00,0C,0C
빗,00,0C,0C
빙,00,0C,0C
빚,00,0C,0C
빛,00,0C,0C
빠,00,0C,0C
빡,00,0C,0C
빤,00,0C,0C
빨,00,0C,0C
빪,00,0C,0C
빰,00,0C,0C
빱,00,0C,0C
빳,00,0C,0C
빴,00,0C,0C
빵,00,0C,0C
빻,00,0C,0C
빼,00,0C,0C
빽,00,0C,0C
뺀,00,0C,0C
뺄,00,0C,0C
뺌,00,0C,0C
뺍,00,0C,0C
뺏,00,0C,0C
뺐,00,0C,0C
뺑,00,0C,0C
뺘,00,0C,0C
뺙,00,0C,0C
뺨,00,0C,0C
뻐,00,0C,0C
뻑,00,0C,0C
뻔,00,0C,0C
뻗,00,0C,0C
뻘,00,0C,0C
뻠,00,0C,0C
뻣,00,0C,0C
뻤,00,0C,0C
뻥,00,0C,0C
뻬,00,0C,0C
뼁,00,0C,0C
뼈,00,0C,0C
뼉,00,0C,0C
뼘,00,0C,0C
뼙,00,0C,0C
뼛,00,0C,0C
뼜,00,0C,0C
뼝,00,0C,0C
뽀,00,0C,0C
뽁,00,0C,0C
뽄,00,0C,0C
뽈,00,0C,0C
뽐,00,0C,0C
뽑,00,0C,0C
뽕,00,0C,0C
뾔,00,0C,0C
뾰,00,0C,0C
뿅,00,0C,0C
뿌,00,0C,0C
뿍,00,0C,0C
뿐,00,0C,0C
뿔,00,0C,0C
뿜,00,0C,0C
뿟,00,0C,0C
뿡,00,0C,0C
쀼,00,0C,0C
쁑,00,0C,0C
쁘,00,0C,0C
쁜,00,0C,0C
쁠,00,0C,0C
쁨,00,0C,0C
쁩,00,0C,0C
삐,00,0C,0C
삑,00,0C,0C
삔,00,0C,0C
삘,00,0C,0C
삠,00,0C,0C
삡,00,0C,0C
삣,00,0C,0C
삥,00,0C,0C
사,00,0C,0C
삭,00,0C,0C
삯,00,0C,0C
산,00,0C,0C
삳,00,0C,0C
살,00,0C,0C
삵,00,0C,0C
삶,00,0C,0C
삼,00,0C,0C
삽,00,0C,0C
삿,00,0C,0C
샀,00,0C,0C
상,00,0C,0C
샅,00,0C,0C
새,00,0C,0C
색,00,0C,0C
샌,00,0C,0C
샐,00,0C,0C
샘,00,0C,0C
샙,00,0C,0C
샛,00,0C,0C
샜,00,0C,0C
생,00,0C,0C
샤,00,0C,0C
샥,00,0C,0C
샨,00,0C,0C
샬,00,0C,0C
샴,00,0C,0C
샵,00,0C,0C
샷,00,0C,0C
샹,00,0C,0C
섀,00,0C,0C
섄,00,0C,0C
섈,00,0C,0C
섐,00,0C,0C
섕,00,0C,0C
서,00,0C,0C
석,00,0C,0C
섞,00,0C,0C
섟,00,0C,0C
선,00,0C,0C
섣,00,0C,0C
설,00,0C,0C
섦,00,0C,0C
섧,00,0C,0C
섬,00,0C,0C
섭,00,0C,0C
섯,00,0C,0C
섰,00,0C,0C
성,00,0C,0C
섶,00,0C,0C
세,00,0C,0C
섹,00,0C,0C
센,00,0C,0C
셀,00,0C,0C
셈,00,0C,0C
셉,00,0C,0C
셋,00,0C,0C
셌,00,0C,0C
셍,00,0C,0C
셔,00,0C,0C
셕,00,0C,0C
션,00,0C,0C
셜,00,0C,0C
셤,00,0C,0C
셥,00,0C,0C
셧,00,0C,0C
셨,00,0C,0C
셩,00,0C,0C
셰,00,0C,0C
셴,00,0C,0C
셸,00,0C,0C
솅,00,0C,0C
소,00,0C,0C
속,00,0C,0C
솎,00,0C,0C
손,00,0C,0C
솔,00,0C,0C
솖,00,0C,0C
솜,00,0C,0C
솝,00,0C,0C
솟,00,0C,0C
송,00,0C,0C
솥,00,0C,0C
솨,00,0C,0C
솩,00,0C,0C
솬,00,0C,0C
솰,00,0C,0C
솽,00,0C,0C
쇄,00,0C,0C
쇈,00,0C,0C
쇌,00,0C,0C
쇔,00,0C,0C
쇗,00,0C,0C
쇘,00,0C,0C
쇠,00,0C,0C
쇤,00,0C,0C
쇨,00,0C,0C
쇰,00,0C,0C
쇱,00,0C,0C
쇳,00,0C,0C
쇼,00,0C,0C
쇽,00,0C,0C
숀,00,0C,0C
숄,00,0C,0C
숌,00,0C,0C
숍,00,0C,0C
숏,00,0C,0C
숑,00,0C,0C
수,00,0C,0C
숙,00,0C,0C
순,00,0C,0C
숟,00,0C,0C
술,00,0C,0C
숨,00,0C,0C
숩,00,0C,0C
숫,00,0C,0C
숭,00,0C,0C
숯,00,0C,0C
숱,00,0C,0C
숲,00,0C,0C
숴,00,0C,0C
쉈,00,0C,0C
쉐,00,0C,0C
쉑,00,0C,0C
쉔,00,0C,0C
쉘,00,0C,0C
쉠,00,0C,0C
쉥,00,0C,0C
쉬,00,0C,0C
쉭,00,0C,0C
쉰,00,0C,0C
쉴,00,0C,0C
쉼,00,0C,0C
쉽,00,0C,0C
쉿,00,0C,0C
슁,00,0C,0C
슈,00,0C,0C
슉,00,0C,0C
슐,00,0C,0C
슘,00,0C,0C
슛,00,0C,0C
슝,00,0C,0C
스,00,0C,0C
슥,00,0C,0C
슨,00,0C,0C
슬,00,0C,0C
슭,00,0C,0C
슴,00,0C,0C
습,00,0C,0C
슷,00,0C,0C
승,00,0C,0C
시,00,0C,0C
식,00,0C,0C
신,00,0C,0C
싣,00,0C,0C
실,00,0C,0C
싫,00,0C,0C
심,00,0C,0C
십,00,0C,0C
싯,00,0C,0C
싱,00,0C,0C
싶,00,0C,0C
싸,00,0C,0C
싹,00,0C,0C
싻,00,0C,0C
싼,00,0C,0C
쌀,00,0C,0C
쌈,00,0C,0C
쌉,00,0C,0C
쌌,00,0C,0C
쌍,00,0C,0C
쌓,00,0C,0C
쌔,00,0C,0C
쌕,00,0C,0C
쌘,00,0C,0C
쌜,00,0C,0C
쌤,00,0C,0C
쌥,00,0C,0C
쌨,00,0C,0C
쌩,00,0C,0C
쌰,00,0C,0C
썅,00,0C,0C
써,00,0C,0C
썩,00,0C,0C
썬,00,0C,0C
썰,00,0C,0C
썲,00,0C,0C
썸,00,0C,0C
썹,00,0C,0C
썼,00,0C,0C
썽,00,0C,0C
쎄,00,0C,0C
쎈,00,0C,0C
쎌,00,0C,0C
쎼,00,0C,0C
쏀,00,0C,0C
쏘,00,0C,0C
쏙,00,0C,0C
쏜,00,0C,0C
쏟,00,0C,0C
쏠,00,0C,0C
쏢,00,0C,0C
쏨,00,0C,0C
쏩,00,0C,0C
쏭,00,0C,0C
쏴,00,0C,0C
쏵,00,0C,0C
쏸,00,0C,0C
쐈,00,0C,0C
쐐,00,0C,0C
쐤,00,0C,0C
쐬,00,0C,0C
쐰,00,0C,0C
쐴,00,0C,0C
쐼,00,0C,0C
쐽,00,0C,0C
쑈,00,0C,0C
쑤,00,0C,0C
쑥,00,0C,0C
쑨,00,0C,0C
쑬,00,0C,0C
쑴,00,0C,0C
쑵,00,0C,0C
쑹,00,0C,0C
쒀,00,0C,0C
쒔,00,0C,0C
쒜,00,0C,0C
쒸,00,0C,0C
쒼,00,0C,0C
쓔,00,0C,0C
쓩,00,0C,0C
쓰,00,0C,0C
쓱,00,0C,0C
쓴,00,0C,0C
쓸,00,0C,0C
쓺,00,0C,0C
쓿,00,0C,0C
씀,00,0C,0C
씁,00,0C,0C
씌,00,0C,0C
씐,00,0C,0C
씔,00,0C,0C
씜,00,0C,0C
씨,00,0C,0C
씩,00,0C,0C
씬,00,0C,0C
씰,00,0C,0C
씸,00,0C,0C
씹,00,0C,0C
씻,00,0C,0C
씽,00,0C,0C
아,00,0C,0C
악,00,0C,0C
안,00,0C,0C
앉,00,0C,0C
않,00,0C,0C
알,00,0C,0C
앍,00,0C,0C
앎,00,0C,0C
앓,00,0C,0C
암,00,0C,0C
압,00,0C,0C
앗,00,0C,0C
았,00,0C,0C
앙,00,0C,0C
앝,00,0C,0C
앞,00,0C,0C
애,00,0C,0C
액,00,0C,0C
앤,00,0C,0C
앨,00,0C,0C
앰,00,0C,0C
앱,00,0C,0C
앳,00,0C,0C
앴,00,0C,0C
앵,00,0C,0C
야,00,0C,0C
약,00,0C,0C
얀,00,0C,0C
얄,00,0C,0C
얇,00,0C,0C
얌,00,0C,0C
얍,00,0C,0C
얏,00,0C,0C
양,00,0C,0C
얕,00,0C,0C
얗,00,0C,0C
얘,00,0C,0C
얜,00,0C,0C
얠,00,0C,0C
얩,00,0C,0C
어,00,0C,0C
억,00,0C,0C
언,00,0C,0C
얹,00,0C,0C
얻,00,0C,0C
얼,00,0C,0C
얽,00,0C,0C
얾,00,0C,0C
엄,00,0C,0C
업,00,0C,0C
없,00,0C,0C
엇,00,0C,0C
었,00,0C,0C
엉,00,0C,0C
엊,00,0C,0C
엌,00,0C,0C
엎,00,0C,0C
에,00,0C,0C
엑,00,0C,0C
엔,00,0C,0C
엘,00,0C,0C
엠,00,0C,0C
엡,00,0C,0C
엣,00,0C,0C
엥,00,0C,0C
여,00,0C,0C
역,00,0C,0C
엮,00,0C,0C
연,00,0C,0C
열,00,0C,0C
엶,00,0C,0C
엷,00,0C,0C
염,00,0C,0C
엽,00,0C,0C
엾,00,0C,0C
엿,00,0C,0C
였,00,0C,0C
영,00,0C,0C
옅,00,0C,0C
옆,00,0C,0C
옇,00,0C,0C
예,00,0C,0C
옌,00,0C,0C
옐,00,0C,0C
옘,00,0C,0C
옙,00,0C,0C
옛,00,0C,0C
옜,00,0C,0C
오,00,0C,0C
옥,00,0C,0C
온,00,0C,0C
올,00,0C,0C
옭,00,0C,0C
옮,00,0C,0C
옰,00,0C,0C
옳,00,0C,0C
옴,00,0C,0C
옵,00,0C,0C
옷,00,0C,0C
옹,00,0C,0C
옻,00,0C,0C
와,00,0C,0C
왁,00,0C,0C
완,00,0C,0C
왈,00,0C,0C
왐,00,0C,0C
왑,00,0C,0C
왓,00,0C,0C
왔,00,0C,0C
왕,00,0C,0C
왜,00,0C,0C
왝,00,0C,0C
왠,00,0C,0C
왬,00,0C,0C
왯,00,0C,0C
왱,00,0C,0C
외,00,0C,0C
왹,00,0C,0C
왼,00,0C,0C
욀,00,0C,0C
욈,00,0C,0C
욉,00,0C,0C
욋,00,0C,0C
욍,00,0C,0C
요,00,0C,0C
욕,00,0C,0C
욘,00,0C,0C
욜,00,0C,0C
욤,00,0C,0C
욥,00,0C,0C
욧,00,0C,0C
용,00,0C,0C
우,00,0C,0C
욱,00,0C,0C
운,00,0C,0C
울,00,0C,0C
욹,00,0C,0C
욺,00,0C,0C
움,00,0C,0C
웁,00,0C,0C
웃,00,0C,0C
웅,00,0C,0C
워,00,0C,0C
웍,00,0C,0C
원,00,0C,0C
월,00,0C,0C
웜,00,0C,0C
웝,00,0C,0C
웠,00,0C,0C
웡,00,0C,0C
웨,00,0C,0C
웩,00,0C,0C
웬,00,0C,0C
웰,00,0C,0C
웸,00,0C,0C
웹,00,0C,0C
웽,00,0C,0C
위,00,0C,0C
윅,00,0C,0C
윈,00,0C,0C
윌,00,0C,0C
윔,00,0C,0C
윕,00,0C,0C
