char,left,width,total
윗,00,0C,0C
윙,00,0C,0C
유,00,0C,0C
육,00,0C,0C
윤,00,0C,0C
율,00,0C,0C
윰,00,0C,0C
윱,00,0C,0C
윳,00,0C,0C
융,00,0C,0C
윷,00,0C,0C
으,00,0C,0C
윽,00,0C,0C
은,00,0C,0C
을,00,0C,0C
읊,00,0C,0C
음,00,0C,0C
읍,00,0C,0C
읏,00,0C,0C
응,00,0C,0C
읒,00,0C,0C
읓,00,0C,0C
읔,00,0C,0C
읕,00,0C,0C
읖,00,0C,0C
읗,00,0C,0C
의,00,0C,0C
읜,00,0C,0C
읠,00,0C,0C
읨,00,0C,0C
읫,00,0C,0C
이,00,0C,0C
익,00,0C,0C
인,00,0C,0C
일,00,0C,0C
읽,00,0C,0C
읾,00,0C,0C
잃,00,0C,0C
임,00,0C,0C
입,00,0C,0C
잇,00,0C,0C
있,00,0C,0C
잉,00,0C,0C
잊,00,0C,0C
잎,00,0C,0C
자,00,0C,0C
작,00,0C,0C
잔,00,0C,0C
잖,00,0C,0C
잗,00,0C,0C
잘,00,0C,0C
잚,00,0C,0C
잠,00,0C,0C
잡,00,0C,0C
잣,00,0C,0C
잤,00,0C,0C
장,00,0C,0C
잦,00,0C,0C
재,00,0C,0C
잭,00,0C,0C
잰,00,0C,0C
잴,00,0C,0C
잼,00,0C,0C
잽,00,0C,0C
잿,00,0C,0C
쟀,00,0C,0C
쟁,00,0C,0C
쟈,00,0C,0C
쟉,00,0C,0C
쟌,00,0C,0C
쟎,00,0C,0C
쟐,00,0C,0C
쟘,00,0C,0C
쟝,00,0C,0C
쟤,00,0C,0C
쟨,00,0C,0C
쟬,00,0C,0C
저,00,0C,0C
적,00,0C,0C
전,00,0C,0C
절,00,0C,0C
젊,00,0C,0C
점,00,0C,0C
접,00,0C,0C
젓,00,0C,0C
정,00,0C,0C
젖,00,0C,0C
제,00,0C,0C
젝,00,0C,0C
젠,00,0C,0C
젤,00,0C,0C
젬,00,0C,0C
젭,00,0C,0C
젯,00,0C,0C
젱,00,0C,0C
져,00,0C,0C
젼,00,0C,0C
졀,00,0C,0C
졈,00,0C,0C
졉,00,0C,0C
졌,00,0C,0C
졍,00,0C,0C
졔,00,0C,0C
조,00,0C,0C
족,00,0C,0C
존,00,0C,0C
졸,00,0C,0C
졺,00,0C,0C
좀,00,0C,0C
좁,00,0C,0C
좃,00,0C,0C
종,00,0C,0C
좆,00,0C,0C
좇,00,0C,0C
좋,00,0C,0C
좌,00,0C,0C
좍,00,0C,0C
좔,00,0C,0C
좝,00,0C,0C
좟,00,0C,0C
좡,00,0C,0C
좨,00,0C,0C
좼,00,0C,0C
좽,00,0C,0C
죄,00,0C,0C
죈,00,0C,0C
죌,00,0C,0C
죔,00,0C,0C
죕,00,0C,0C
죗,00,0C,0C
죙,00,0C,0C
죠,00,0C,0C
죡,00,0C,0C
죤,00,0C,0C
죵,00,0C,0C
주,00,0C,0C
죽,00,0C,0C
준,00,0C,0C
줄,00,0C,0C
줅,00,0C,0C
줆,00,0C,0C
줌,00,0C,0C
줍,00,0C,0C
줏,00,0C,0C
중,00,0C,0C
줘,00,0C,0C
줬,00,0C,0C
줴,00,0C,0C
쥐,00,0C,0C
쥑,00,0C,0C
쥔,00,0C,0C
쥘,00,0C,0C
쥠,00,0C,0C
쥡,00,0C,0C
쥣,00,0C,0C
쥬,00,0C,0C
쥰,00,0C,0C
쥴,00,0C,0C
쥼,00,0C,0C
즈,00,0C,0C
즉,00,0C,0C
즌,00,0C,0C
즐,00,0C,0C
즘,00,0C,0C
즙,00,0C,0C
즛,00,0C,0C
증,00,0C,0C
지,00,0C,0C
직,00,0C,0C
진,00,0C,0C
짇,00,0C,0C
질,00,0C,0C
짊,00,0C,0C
짐,00,0C,0C
집,00,0C,0C
짓,00,0C,0C
징,00,0C,0C
짖,00,0C,0C
짙,00,0C,0C
짚,00,0C,0C
짜,00,0C,0C
짝,00,0C,0C
짠,00,0C,0C
짢,00,0C,0C
짤,00,0C,0C
짧,00,0C,0C
짬,00,0C,0C
짭,00,0C,0C
짯,00,0C,0C
짰,00,0C,0C
짱,00,0C,0C
째,00,0C,0C
짹,00,0C,0C
짼,00,0C,0C
쨀,00,0C,0C
쨈,00,0C,0C
쨉,00,0C,0C
쨋,00,0C,0C
쨌,00,0C,0C
쨍,00,0C,0C
쨔,00,0C,0C
쨘,00,0C,0C
쨩,00,0C,0C
쩌,00,0C,0C
쩍,00,0C,0C
쩐,00,0C,0C
쩔,00,0C,0C
쩜,00,0C,0C
쩝,00,0C,0C
쩟,00,0C,0C
쩠,00,0C,0C
쩡,00,0C,0C
쩨,00,0C,0C
쩽,00,0C,0C
쪄,00,0C,0C
쪘,00,0C,0C
쪼,00,0C,0C
쪽,00,0C,0C
쫀,00,0C,0C
쫄,00,0C,0C
쫌,00,0C,0C
쫍,00,0C,0C
쫏,00,0C,0C
쫑,00,0C,0C
쫓,00,0C,0C
쫘,00,0C,0C
쫙,00,0C,0C
쫠,00,0C,0C
쫬,00,0C,0C
쫴,00,0C,0C
쬈,00,0C,0C
쬐,00,0C,0C
쬔,00,0C,0C
쬘,00,0C,0C
쬠,00,0C,0C
쬡,00,0C,0C
쬬,00,0C,0C
쭁,00,0C,0C
쭈,00,0C,0C
쭉,00,0C,0C
쭌,00,0C,0C
쭐,00,0C,0C
쭘,00,0C,0C
쭙,00,0C,0C
쭝,00,0C,0C
쭤,00,0C,0C
쭸,00,0C,0C
쭹,00,0C,0C
쮜,00,0C,0C
쮸,00,0C,0C
쯔,00,0C,0C
쯤,00,0C,0C
쯧,00,0C,0C
쯩,00,0C,0C
찌,00,0C,0C
찍,00,0C,0C
찐,00,0C,0C
찔,00,0C,0C
찜,00,0C,0C
찝,00,0C,0C
찡,00,0C,0C
찢,00,0C,0C
찧,00,0C,0C
차,00,0C,0C
착,00,0C,0C
찬,00,0C,0C
찮,00,0C,0C
찰,00,0C,0C
참,00,0C,0C
찹,00,0C,0C
찻,00,0C,0C
찼,00,0C,0C
창,00,0C,0C
찾,00,0C,0C
채,00,0C,0C
책,00,0C,0C
챈,00,0C,0C
챌,00,0C,0C
챔,00,0C,0C
챕,00,0C,0C
챗,00,0C,0C
챘,00,0C,0C
챙,00,0C,0C
챠,00,0C,0C
챤,00,0C,0C
챦,00,0C,0C
챨,00,0C,0C
챰,00,0C,0C
챵,00,0C,0C
처,00,0C,0C
척,00,0C,0C
천,00,0C,0C
철,00,0C,0C
첨,00,0C,0C
첩,00,0C,0C
첫,00,0C,0C
첬,00,0C,0C
청,00,0C,0C
체,00,0C,0C
첵,00,0C,0C
첸,00,0C,0C
첼,00,0C,0C
쳄,00,0C,0C
쳅,00,0C,0C
쳇,00,0C,0C
쳉,00,0C,0C
쳐,00,0C,0C
쳔,00,0C,0C
쳤,00,0C,0C
쳬,00,0C,0C
쳰,00,0C,0C
촁,00,0C,0C
초,00,0C,0C
촉,00,0C,0C
촌,00,0C,0C
촐,00,0C,0C
촘,00,0C,0C
촙,00,0C,0C
촛,00,0C,0C
총,00,0C,0C
촤,00,0C,0C
촨,00,0C,0C
촬,00,0C,0C
촹,00,0C,0C
최,00,0C,0C
쵠,00,0C,0C
쵤,00,0C,0C
쵬,00,0C,0C
쵭,00,0C,0C
쵯,00,0C,0C
쵱,00,0C,0C
쵸,00,0C,0C
춈,00,0C,0C
추,00,0C,0C
축,00,0C,0C
춘,00,0C,0C
출,00,0C,0C
춤,00,0C,0C
춥,00,0C,0C
춧,00,0C,0C
충,00,0C,0C
춰,00,0C,0C
췄,00,0C,0C
췌,00,0C,0C
췐,00,0C,0C
취,00,0C,0C
췬,00,0C,0C
췰,00,0C,0C
췸,00,0C,0C
췹,00,0C,0C
췻,00,0C,0C
췽,00,0C,0C
츄,00,0C,0C
츈,00,0C,0C
츌,00,0C,0C
츔,00,0C,0C
츙,00,0C,0C
츠,00,0C,0C
측,00,0C,0C
츤,00,0C,0C
츨,00,0C,0C
츰,00,0C,0C
츱,00,0C,0C
츳,00,0C,0C
층,00,0C,0C
치,00,0C,0C
칙,00,0C,0C
친,00,0C,0C
칟,00,0C,0C
칠,00,0C,0C
칡,00,0C,0C
침,00,0C,0C
칩,00,0C,0C
칫,00,0C,0C
칭,00,0C,0C
카,00,0C,0C
칵,00,0C,0C
칸,00,0C,0C
칼,00,0C,0C
캄,00,0C,0C
캅,00,0C,0C
캇,00,0C,0C
캉,00,0C,0C
캐,00,0C,0C
캑,00,0C,0C
캔,00,0C,0C
캘,00,0C,0C
캠,00,0C,0C
캡,00,0C,0C
캣,00,0C,0C
캤,00,0C,0C
캥,00,0C,0C
캬,00,0C,0C
캭,00,0C,0C
컁,00,0C,0C
커,00,0C,0C
컥,00,0C,0C
컨,00,0C,0C
컫,00,0C,0C
컬,00,0C,0C
컴,00,0C,0C
컵,00,0C,0C
컷,00,0C,0C
컸,00,0C,0C
컹,00,0C,0C
케,00,0C,0C
켁,00,0C,0C
켄,00,0C,0C
켈,00,0C,0C
켐,00,0C,0C
켑,00,0C,0C
켓,00,0C,0C
켕,00,0C,0C
켜,00,0C,0C
켠,00,0C,0C
켤,00,0C,0C
켬,00,0C,0C
켭,00,0C,0C
켯,00,0C,0C
켰,00,0C,0C
켱,00,0C,0C
켸,00,0C,0C
코,00,0C,0C
콕,00,0C,0C
콘,00,0C,0C
콜,00,0C,0C
콤,00,0C,0C
콥,00,0C,0C
콧,00,0C,0C
콩,00,0C,0C
콰,00,0C,0C
콱,00,0C,0C
콴,00,0C,0C
콸,00,0C,0C
쾀,00,0C,0C
쾅,00,0C,0C
쾌,00,0C,0C
쾡,00,0C,0C
쾨,00,0C,0C
쾰,00,0C,0C
쿄,00,0C,0C
쿠,00,0C,0C
쿡,00,0C,0C
쿤,00,0C,0C
쿨,00,0C,0C
쿰,00,0C,0C
쿱,00,0C,0C
쿳,00,0C,0C
쿵,00,0C,0C
쿼,00,0C,0C
퀀,00,0C,0C
퀄,00,0C,0C
퀑,00,0C,0C
퀘,00,0C,0C
퀭,00,0C,0C
퀴,00,0C,0C
퀵,00,0C,0C
퀸,00,0C,0C
퀼,00,0C,0C
큄,00,0C,0C
큅,00,0C,0C
큇,00,0C,0C
큉,00,0C,0C
큐,00,0C,0C
큔,00,0C,0C
큘,00,0C,0C
큠,00,0C,0C
크,00,0C,0C
큭,00,0C,0C
큰,00,0C,0C
클,00,0C,0C
큼,00,0C,0C
큽,00,0C,0C
킁,00,0C,0C
키,00,0C,0C
킥,00,0C,0C
킨,00,0C,0C
킬,00,0C,0C
킴,00,0C,0C
킵,00,0C,0C
킷,00,0C,0C
킹,00,0C,0C
타,00,0C,0C
탁,00,0C,0C
탄,00,0C,0C
탈,00,0C,0C
탉,00,0C,0C
탐,00,0C,0C
탑,00,0C,0C
탓,00,0C,0C
탔,00,0C,0C
탕,00,0C,0C
태,00,0C,0C
택,00,0C,0C
탠,00,0C,0C
탤,00,0C,0C
탬,00,0C,0C
탭,00,0C,0C
탯,00,0C,0C
탰,00,0C,0C
탱,00,0C,0C
탸,00,0C,0C
턍,00,0C,0C
터,00,0C,0C
턱,00,0C,0C
턴,00,0C,0C
털,00,0C,0C
턺,00,0C,0C
텀,00,0C,0C
텁,00,0C,0C
텃,00,0C,0C
텄,00,0C,0C
텅,00,0C,0C
테,00,0C,0C
텍,00,0C,0C
텐,00,0C,0C
텔,00,0C,0C
템,00,0C,0C
텝,00,0C,0C
텟,00,0C,0C
텡,00,0C,0C
텨,00,0C,0C
텬,00,0C,0C
텼,00,0C,0C
톄,00,0C,0C
톈,00,0C,0C
토,00,0C,0C
톡,00,0C,0C
톤,00,0C,0C
톨,00,0C,0C
톰,00,0C,0C
톱,00,0C,0C
톳,00,0C,0C
통,00,0C,0C
톺,00,0C,0C
톼,00,0C,0C
퇀,00,0C,0C
퇘,00,0C,0C
퇴,00,0C,0C
퇸,00,0C,0C
툇,00,0C,0C
툉,00,0C,0C
툐,00,0C,0C
투,00,0C,0C
툭,00,0C,0C
툰,00,0C,0C
툴,00,0C,0C
툼,00,0C,0C
툽,00,0C,0C
툿,00,0C,0C
퉁,00,0C,0C
퉈,00,0C,0C
퉜,00,0C,0C
퉤,00,0C,0C
튀,00,0C,0C
튁,00,0C,0C
튄,00,0C,0C
튈,00,0C,0C
튐,00,0C,0C
튑,00,0C,0C
튕,00,0C,0C
튜,00,0C,0C
튠,00,0C,0C
튤,00,0C,0C
튬,00,0C,0C
튱,00,0C,0C
트,00,0C,0C
특,00,0C,0C
튼,00,0C,0C
튿,00,0C,0C
틀,00,0C,0C
틂,00,0C,0C
틈,00,0C,0C
틉,00,0C,0C
틋,00,0C,0C
틔,00,0C,0C
틘,00,0C,0C
틜,00,0C,0C
틤,00,0C,0C
틥,00,0C,0C
티,00,0C,0C
틱,00,0C,0C
틴,00,0C,0C
틸,00,0C,0C
팀,00,0C,0C
팁,00,0C,0C
팃,00,0C,0C
팅,00,0C,0C
파,00,0C,0C
팍,00,0C,0C
팎,00,0C,0C
판,00,0C,0C
팔,00,0C,0C
팖,00,0C,0C
팜,00,0C,0C
팝,00,0C,0C
팟,00,0C,0C
팠,00,0C,0C
팡,00,0C,0C
팥,00,0C,0C
패,00,0C,0C
팩,00,0C,0C
팬,00,0C,0C
팰,00,0C,0C
팸,00,0C,0C
팹,00,0C,0C
팻,00,0C,0C
팼,00,0C,0C
팽,00,0C,0C
퍄,00,0C,0C
퍅,00,0C,0C
퍼,00,0C,0C
퍽,00,0C,0C
펀,00,0C,0C
펄,00,0C,0C
펌,00,0C,0C
펍,00,0C,0C
펏,00,0C,0C
펐,00,0C,0C
펑,00,0C,0C
페,00,0C,0C
펙,00,0C,0C
펜,00,0C,0C
펠,00,0C,0C
펨,00,0C,0C
펩,00,0C,0C
펫,00,0C,0C
펭,00,0C,0C
펴,00,0C,0C
편,00,0C,0C
펼,00,0C,0C
폄,00,0C,0C
폅,00,0C,0C
폈,00,0C,0C
평,00,0C,0C
폐,00,0C,0C
폘,00,0C,0C
폡,00,0C,0C
폣,00,0C,0C
포,00,0C,0C
폭,00,0C,0C
폰,00,0C,0C
폴,00,0C,0C
폼,00,0C,0C
폽,00,0C,0C
폿,00,0C,0C
퐁,00,0C,0C
퐈,00,0C,0C
퐝,00,0C,0C
푀,00,0C,0C
푄,00,0C,0C
표,00,0C,0C
푠,00,0C,0C
푤,00,0C,0C
푭,00,0C,0C
푯,00,0C,0C
푸,00,0C,0C
푹,00,0C,0C
푼,00,0C,0C
푿,00,0C,0C
풀,00,0C,0C
풂,00,0C,0C
품,00,0C,0C
풉,00,0C,0C
풋,00,0C,0C
풍,00,0C,0C
풔,00,0C,0C
풩,00,0C,0C
퓌,00,0C,0C
퓐,00,0C,0C
퓔,00,0C,0C
퓜,00,0C,0C
퓟,00,0C,0C
퓨,00,0C,0C
퓬,00,0C,0C
퓰,00,0C,0C
퓸,00,0C,0C
퓻,00,0C,0C
퓽,00,0C,0C
프,00,0C,0C
픈,00,0C,0C
플,00,0C,0C
픔,00,0C,0C
픕,00,0C,0C
픗,00,0C,0C
피,00,0C,0C
픽,00,0C,0C
핀,00,0C,0C
필,00,0C,0C
핌,00,0C,0C
핍,00,0C,0C
핏,00,0C,0C
핑,00,0C,0C
하,00,0C,0C
학,00,0C,0C
한,00,0C,0C
할,00,0C,0C
핥,00,0C,0C
함,00,0C,0C
합,00,0C,0C
핫,00,0C,0C
항,00,0C,0C
해,00,0C,0C
핵,00,0C,0C
핸,00,0C,0C
핼,00,0C,0C
햄,00,0C,0C
햅,00,0C,0C
햇,00,0C,0C
했,00,0C,0C
행,00,0C,0C
햐,00,0C,0C
향,00,0C,0C
허,00,0C,0C
헉,00,0C,0C
헌,00,0C,0C
헐,00,0C,0C
헒,00,0C,0C
험,00,0C,0C
헙,00,0C,0C
헛,00,0C,0C
헝,00,0C,0C
헤,00,0C,0C
헥,00,0C,0C
헨,00,0C,0C
헬,00,0C,0C
헴,00,0C,0C
헵,00,0C,0C
헷,00,0C,0C
헹,00,0C,0C
혀,00,0C,0C
혁,00,0C,0C
현,00,0C,0C
혈,00,0C,0C
혐,00,0C,0C
협,00,0C,0C
혓,00,0C,0C
혔,00,0C,0C
형,00,0C,0C
혜,00,0C,0C
혠,00,0C,0C
혤,00,0C,0C
혭,00,0C,0C
호,00,0C,0C
혹,00,0C,0C
혼,00,0C,0C
홀,00,0C,0C
홅,00,0C,0C
홈,00,0C,0C
홉,00,0C,0C
홋,00,0C,0C
홍,00,0C,0C
홑,00,0C,0C
화,00,0C,0C
확,00,0C,0C
환,00,0C,0C
활,00,0C,0C
홧,00,0C,0C
황,00,0C,0C
홰,00,0C,0C
홱,00,0C,0C
홴,00,0C,0C
횃,00,0C,0C
횅,00,0C,0C
회,00,0C,0C
획,00,0C,0C
횐,00,0C,0C
횔,00,0C,0C
횝,00,0C,0C
횟,00,0C,0C
횡,00,0C,0C
효,00,0C,0C
횬,00,0C,0C
횰,00,0C,0C
횹,00,0C,0C
횻,00,0C,0C
후,00,0C,0C
훅,00,0C,0C
훈,00,0C,0C
훌,00,0C,0C
훑,00,0C,0C
훔,00,0C,0C
훗,00,0C,0C
훙,00,0C,0C
훠,00,0C,0C
훤,00,0C,0C
훨,00,0C,0C
훰,00,0C,0C
훵,00,0C,0C
훼,00,0C,0C
훽,00,0C,0C
휀,00,0C,0C
휄,00,0C,0C
휑,00,0C,0C
휘,00,0C,0C
휙,00,0C,0C
휜,00,0C,0C
휠,00,0C,0C
휨,00,0C,0C
휩,00,0C,0C
휫,00,0C,0C
휭,00,0C,0C
휴,00,0C,0C
휵,00,0C,0C
휸,00,0C,0C
휼,00,0C,0C
흄,00,0C,0C
흇,00,0C,0C
흉,00,0C,0C
흐,00,0C,0C
흑,00,0C,0C
흔,00,0C,0C
흖,00,0C,0C
흗,00,0C,0C
흘,00,0C,0C
흙,00,0C,0C
흠,00,0C,0C
흡,00,0C,0C
흣,00,0C,0C
흥,00,0C,0C
흩,00,0C,0C
희,00,0C,0C
흰,00,0C,0C
흴,00,0C,0C
흼,00,0C,0C
흽,00,0C,0C
힁,00,0C,0C
히,00,0C,0C
힉,00,0C,0C
힌,00,0C,0C
힐,00,0C,0C
힘,00,0C,0C
힙,00,0C,0C
힛,00,0C,0C
힝,00,0C,0C
！,00,0C,0C
＃,00,0C,0C
＄,00,0C,0C
％,00,0C,0C
＆,00,0C,0C
（,00,0C,0C
）,00,0C,0C
＊,00,0C,0C
＋,00,0C,0C
，,00,0C,0C
－,00,0C,0C
．,00,0C,0C
／,00,0C,0C
０,00,0C,0C
１,00,0C,0C
２,00,0C,0C
３,00,0C,0C
４,00,0C,0C
５,00,0C,0C
６,00,0C,0C
７,00,0C,0C
８,00,0C,0C
９,00,0C,0C
：,00,0C,0C
；,00,0C,0C
＜,00,0C,0C
＝,00,0C,0C
＞,00,0C,0C
？,00,0C,0C
＠,00,0C,0C
Ａ,00,0C,0C
Ｂ,00,0C,0C
Ｃ,00,0C,0C
Ｄ,00,0C,0C
Ｅ,00,0C,0C
Ｆ,00,0C,0C
Ｇ,00,0C,0C
Ｈ,00,0C,0C
Ｉ,00,0C,0C
Ｊ,00,0C,0C
Ｋ,00,0C,0C
Ｌ,00,0C,0C
Ｍ,00,0C,0C
Ｎ,00,0C,0C
Ｏ,00,0C,0C
Ｐ,00,0C,0C
Ｑ,00,0C,0C
Ｒ,00,0C,0C
Ｓ,00,0C,0C
Ｔ,00,0C,0C
Ｕ,00,0C,0C
Ｖ,00,0C,0C
Ｗ,00,0C,0C
Ｘ,00,0C,0C
Ｙ,00,0C,0C
Ｚ,00,0C,0C
［,00,0C,0C
＼,00,0C,0C
］,00,0C,0C
＾,00,0C,0C
＿,00,0C,0C
｀,00,0C,0C
ａ,00,0C,0C
ｂ,00,0C,0C
ｃ,00,0C,0C
ｄ,00,0C,0C
ｅ,00,0C,0C
ｆ,00,0C,0C
ｇ,00,0C,0C
ｈ,00,0C,0C
ｉ,00,0C,0C
ｊ,00,0C,0C
ｋ,00,0C,0C
ｌ,00,0C,0C
ｍ,00,0C,0C
ｎ,00,0C,0C
ｏ,00,0C,0C
ｐ,00,0C,0C
ｑ,00,0C,0C
ｒ,00,0C,0C
ｓ,00,0C,0C
ｔ,00,0C,0C
ｕ,00,0C,0C
ｖ,00,0C,0C
ｗ,00,0C,0C
ｘ,00,0C,0C
ｙ,00,0C,0C
ｚ,00,0C,0C
｛,00,0C,0C
｜,00,0C,0C
｝,00,0C,0C
～,00,0C,0C
｡,00,06,06
｢,00,06,06
｣,00,06,06
､,00,06,06
･,00,06,06
ｦ,00,06,06
ｧ,00,06,06
ｨ,00,06,06
ｩ,00,06,06
ｪ,00,06,06
ｫ,00,06,06
ｬ,00,06,06
ｭ,00,06,06
ｮ,00,06,06
ｯ,00,06,06
ｰ,00,06,06
ｱ,00,06,06
ｲ,00,06,06
ｳ,00,06,06
ｴ,00,06,06
ｵ,00,06,06
ｶ,00,06,06
ｷ,00,06,06
ｸ,00,06,06
ｹ,00,06,06
ｺ,00,06,06
ｻ,00,06,06
ｼ,00,06,06
ｽ,00,06,06
ｾ,00,06,06
ｿ,00,06,06
ﾀ,00,06,06
ﾁ,00,06,06
ﾂ,00,06,06
ﾃ,00,06,06
ﾄ,00,06,06
ﾅ,00,06,06
ﾆ,00,06,06
ﾇ,00,06,06
ﾈ,00,06,06
ﾉ,00,06,06
ﾊ,00,06,06
ﾋ,00,06,06
ﾌ,00,06,06
ﾍ,00,06,06
ﾎ,00,06,06
ﾏ,00,06,06
ﾐ,00,06,06
ﾑ,00,06,06
ﾒ,00,06,06
ﾓ,00,06,06
ﾔ,00,06,06
ﾕ,00,06,06
ﾖ,00,06,06
ﾗ,00,06,06
ﾘ,00,06,06
ﾙ,00,06,06
ﾚ,00,06,06
ﾛ,00,06,06
ﾜ,00,06,06
ﾝ,00,06,06
ﾞ,00,06,06
ﾟ,00,06,06
￠,00,0C,0C
￡,00,0C,0C
￢,00,0C,0C
￣,00,0C,0C
￥,00,0C,0C
а,00,08,08
б,00,08,08
в,00,08,08
г,00,08,08
д,00,08,08
Ą,00,06,06
ą,00,06,06
Č,00,06,06
č,00,06,06
Ė,00,06,06
ė,00,06,06
Ę,00,06,06
ę,00,06,06
Į,01,05,06
į,00,03,03
Š,00,06,06
š,00,06,06
Ū,00,06,06
ū,00,06,06
Ų,00,06,06
ų,00,06,06
Ž,00,06,06
ž,00,06,06
